Lot_number1	Lot_number2	Estimate_from1	Estimate_from2	Estimate_to1	Estimate_to2	Currency1	Currency2	Price1	Price2	Auction_date1	Auction_date2	Auction_time1	Auction_time2	Auction_location1	Auction_location2	Description1	Description2	link1	link2	Provenance1	Provenance2	Norm_price1	Norm_price2	Norm_estimate_from1	Norm_estimate_from2	Norm_estimate_to1	Norm_estimate_to2	Author	Art	Image	Days_distance	Resale_income	Estimate_from_income	Estimate_to_income
531	216	30000	35000	40000	45000	GBP	GBP	36000	65000	22.06.2004	01.03.2018	1900-01-02 09:15:00	1900-01-02 10:30:00	London	London	 maurice utrillo 1883 - 1955 le moulin de la galette   signed maurice, utrillo, v, dated 1934 (lower right) and titled le moulin de la galette à montmartre (lower left) gouache on paper34 by 51cm., 13 3/8 by 20 1/8 in.executed in 1934.  	 maurice utrillo 1883 - 1955 moulin de la galette sous la neige, montmartre   signed maurice, utrillo, v. and dated 1934 (lower right) and inscribed le moulin de la galette à montmartre (lower left)gouache on paper32.6 by 49.8cm., 12 7/8 by 19 5/8 in.executed in 1934.  	https://www.sothebys.com/en/auctions/ecatalogue/2004/impressionist-modern-works-on-paper-l04010/lot.531.html	https://www.sothebys.com/en/auctions/ecatalogue/2018/impressionist-modern-art-day-sale-l18004/lot.216.html	"
 mme yvon delbos, parissale: kohn scp., deauville, 17th august 2000, lot 432purchased at the above sale by the present owner 
 "	"
 mme yvon delbos, parisprivate collection, usa (sale: sotheby’s, london 22nd june 2004, lot 531)purchased at the above sale by the present owner
 "	54102	125029	45085	67323	60114	86558	maurice utrillo	LE MOULIN DE LA GALETTE	https://www.sothebys.com/content/dam/stb/lots/L18/L18004/694L18004_9PN4F_1.jpg	5000	70927	22238	26444
239	440	30000	50000	40000	70000	GBP	USD	34800	56250	20.06.2007	06.11.2015	1900-01-02 08:00:00	1899-12-28 15:00:00	London	New York	 maurice utrillo 1883 - 1955 rue saint vincent   signed maurice, utrillo, v, (lower right)gouache on paper laid down on board32.8 by 49.8cm., 12 7/8 by 19 5/8 in.executed circa 1939.  	 maurice utrillo 1883 - 1955 rue saint-vincent, montmartre   signed maurice, utrillo, v, (lower right)gouache on paper laid down on board12 3/4 by 19 5/8 in.32.3 by 49.8 cmexecuted circa 1938-40.  	https://www.sothebys.com/en/auctions/ecatalogue/2007/impressionist-modern-works-on-paper-l07009/lot.239.html	https://www.sothebys.com/en/auctions/ecatalogue/2014/impressionist-modern-art-day-sale-n09416/lot.440.html	"
 galerie pauli, lausanne (acquired in 1963)galerie motte, geneva acquired from the above by the present owner in november 1963
 "	"
 galerie pauli, lausanne (acquired in 1963)galerie motte, genevaprivate collection (acquired from the above in november 1963 and sold: sotheby's, london, june 20, 2007, lot 239)acquired at the above sale
 "	53798	71425	46377	63489	61837	88885	maurice utrillo	RUE SAINT VINCENT	https://www.sothebys.com/content/dam/stb/lots/N09/N09416/680N09416_8K5C8.jpg	3061	17627	17112	27048
406	193	100000	100000	150000	150000	USD	USD	132000	182500	09.05.2007	03.05.2012	1899-12-28 14:00:00	1899-12-28 14:00:00	New York	New York	 maurice utrillo 1883 - 1955 le maquis de montmartre   signed maurice utrillo (lower right) and titled montmartre (lower left)oil on joined paper mounted on canvas15 1/2 by 21 1/2 in.38.1 by 54.6 cmexecuted circa 1948.  	 maurice utrillo 1883 - 1955 le maquis de montmartre   signed maurice, utrillo, v, (lower right); inscribed -montmartre.- (lower left)oil on paper laid down on canvas15 1/8 by 21 1/2 in.38.4 by 54.6 cmpainted circa 1948.  	https://www.sothebys.com/en/auctions/ecatalogue/2007/impressionist-and-modern-art-day-sale-n08315/lot.406.html	https://www.sothebys.com/en/auctions/ecatalogue/2011/impressionist-modern-art-day-sale-n08851/lot.193.html	"
 bernheim-jeune, paris edgardo acosta gallery, beverly hills
 "	"
 galerie bernheim-jeune, paris edgardo acosta gallery, beverly hills private collection, beverly hills (and sold: sotheby's, new york, may 9, 2007, lot 406)acquired at the above sale 
 "	147042	217888	111395	119391	167093	179086	maurice utrillo	LE MAQUIS DE MONTMARTRE	https://www.sothebys.com/content/dam/stb/lots/N08/N08851/347N08851_6FH6T.jpg	1821	70846	7996	11993
145	35	1800000	3000000	2500000	5000000	USD	USD	2472000	3020000	06.05.2004	14.05.2019	1899-12-28 23:00:00	1899-12-28 23:00:00	New York	New York	 max beckmann 1884 - 1950 liegender akt in starker verkurzung (reclining nude sharply foreshortened)   signed and dated beckmann st. l. 48 (lower left)oil on canvas29 by 21 in.73.5 by 53.4 cm  	 max beckmann 1884 - 1950 liegender akt in starker verkürzung (reclining nude sharply foreshortened)   signed beckmann and dated st. l. 48 (lower left)oil on canvas29 3/8 by 21 1/4 in.74.7 by 54 cmpainted in st. louis, missouri in 1948.  	https://www.sothebys.com/en/auctions/ecatalogue/2004/impressionist-and-modern-art-part-one-n07990/lot.145.html	https://www.sothebys.com/en/auctions/ecatalogue/2019/impressionist-modern-art-evening-n10067/lot.35.html	"
 estate of the artistbuchholz gallery (curt valentin), new yorkacquired from the above circa 1954
 "	"
 estate of the artistbuchholz gallery (curt valentin), new yorkfrancis r. boyd, maryland (acquired from the above circa 1954 and sold by the estate: sotheby’s, new york, may 6, 2004, lot 145)acquired at the above sale
 "	2682713	4194653	1953432	4166874	2713100	6944790	max beckmann	LIEGENDER AKT IN STARKER VERKÜRZUNG (RECLINING NUDE SHARPLY FORESHORTENED)	https://www.sothebys.com/content/dam/stb/lots/N10/N10067/148N10067_5RMTL.jpg	5486	1511940	2213442	4231690
311	348	25000	30000	35000	40000	USD	USD	31250	40000	05.11.2014	15.05.2018	1899-12-28 15:00:00	1899-12-28 14:00:00	New York	New York	 max ernst 1891 - 1976 ohne titel (microbe-décalcomanie)   inscribed à jacques hérold, son ami max (on the artist's mount)oil and pencil on paper mounted on card, in the original frame by jacques hérold.2 1/2 by 1 7/8 in.6.5 by 5 cmexecuted in 1956.  	 max ernst 1891 - 1976 ohne titel (microbe-décalcomanie)   inscribed à jacques hérold, son ami max (on the artist's mount)oil and pencil on paper mounted on card, in the original frame by jacques hérold2 1/2 by 1 7/8 in.6.5 by 5 cmexecuted in 1956.  	https://www.sothebys.com/en/auctions/ecatalogue/2014/impressionist-modern-art-day-sale-n09220/lot.311.html	https://www.sothebys.com/en/auctions/ecatalogue/2018/impressionist-modern-art-day-sale-n09861/lot.348.html	"
 jacques hérold, paris (acquired from the artist and sold: me renaud, drouot-richelieu, paris, november 13, 1998, lot 96)acquired at the above sale
 "	"
 jacques hérold, paris (acquired directly from the artist and sold: me renaud, drouot-richelieu, paris, november 13, 1998, lot 96)the schlumberger collection (acquired at the above sale and sold: sotheby's, new york, november 5, 2014, lot 311)acquired at the above sale 
 "	39270	54904	31416	41178	43982	54904	max ernst	OHNE TITEL (MICROBE-DÉCALCOMANIE)	https://www.sothebys.com/content/dam/stb/lots/N09/N09861/N09861-348_web.jpg	1287	15634	9762	10922
26	54	2800000	3500000	4000000	5000000	USD	USD	2994500	3849500	02.11.2011	14.11.2017	1899-12-28 23:00:00	1899-12-28 00:00:00	New York	New York	 max ernst 1891 - 1976 the endless night   signed max ernst and dated 40 (lower right); signed max ernst, dated 1940 and titled on the reverseoil on canvas24 1/4 by 18 1/4 in.61.6 by 46.4 cmpainted in 1940.  	 max ernst 1891 - 1976 the endless night   signed max ernst and dated 40 (lower right); signed max ernst, dated 1940 and titled the endless night (on the reverse) oil on canvas24 1/4 by 18 1/4 in.61.6 by 46.4 cmpainted in 1940.   	https://www.sothebys.com/en/auctions/ecatalogue/2011/impressionist-and-modern-art-evening-sale-n08789/lot.26.html	https://www.sothebys.com/en/auctions/ecatalogue/2017/impressionist-modern-art-evening-sale-n09740/lot.54.html	"
 julien levy, bridgewater, connecticut
daniel filipacchi, paris
galerie cazeau-béraudière, paris
acquired from the above in 2000
 "	"
 julien levy, bridgewater, connecticutdaniel filipacchi, parisgalerie cazeau-béraudière, parisprivate collection (acquired from the above in 2000 and sold: sotheby's, new york, november 2, 2011, lot 26)acquired at the above sale
 "	3554938	5173801	3324036	4704066	4748623	6720094	max ernst	THE ENDLESS NIGHT	https://www.sothebys.com/content/dam/stb/lots/N09/N09740/335N09740_67KH5.jpg	2204	1618863	1380030	1971471
54	46	1800000	350000	2500000	500000	USD	GBP	1945000	338500	07.11.2007	23.06.2014	1899-12-28 00:00:00	1900-01-02 18:00:00	New York	London	 max ernst 1891 - 1976 moon ii   signed max ernst and dated 44 (lower right); inscribed made in france (canceled) ny on the reverse and titled moon ii on the stretcher oil on canvas26 by 31 1/2 in.66 by 80 cmpainted in 1944.  	 max ernst 1891 - 1976 moon ii   signed max ernst and dated 44 (lower right); titled on the stretcher and inscribed made in ny on the reverseoil on canvas66 by 80cm.26 by 31 1/2 in.painted in 1944.  	https://www.sothebys.com/en/auctions/ecatalogue/2007/impressionist-modern-art-evening-sale-n08359/lot.54.html	https://www.sothebys.com/en/auctions/ecatalogue/2014/impressionist-modern-art-evening-sale-l14006/lot.46.html	"
 hans richter, new york (gift from the artist)
private collection (by descent from the above and sold: christie's, new york, may 12, 1988, lot 334)
private collection, london
private collection, paris
 "	"
 hans richter, new york (a gift from the artist)
private collection (by descent from the above. sold: christie's, new york, 12th may 1988, lot 334)
private collection, london
private collection, paris
sale: sotheby's, new york, 7th november 2007, lot 54
purchased at the above sale
 "	2158160	589660	1997269	609693	2773985	870990	max ernst	MOON II	https://www.sothebys.com/content/dam/stb/lots/L14/L14006/028L14006_78L8Z.jpg	2420	-1568500	-1387576	-1902995
330	446	80000	150000	120000	250000	GBP	USD	97250	185000	26.06.2008	08.05.2013	1900-01-02 13:00:00	1899-12-28 13:30:00	London	New York	 max ernst 1891 - 1976 composition avec deux oiseaux   signed max ernst and dated 58 (lower right)oil on canvas46 by 38cm., 18 1/8 by 15in.painted in 1958.  	 max ernst 1891 - 1976 composition avec deux oiseaux   signed max ernst and dated /58 (lower right)oil on canvas18 1/8 by 15 in.46 by 38 cmpainted in 1958.  	https://www.sothebys.com/en/auctions/ecatalogue/2008/impressionist-modern-art-day-sale-l08008/lot.330.html	https://www.sothebys.com/en/auctions/ecatalogue/2013/impressionist-modern-art-day-sale-n08988/lot.446.html	"
 edouard loeb, parisdr hening gran, osloacquired from the above by the present owner in november 1971
 "	"
 édouard loeb, parisdr. hening gran, osloprivate collection, stockholm (acquired from the above in november 1971 and sold: sotheby's, london, june 26, 2008, lot 330)acquired at the above sale by the present owner
 "	152181	228039	125188	184896	187782	308161	max ernst	COMPOSITION AVEC DEUX OISEAUX	https://www.sothebys.com/content/dam/stb/lots/N08/N08988/318N08988_6VF6J.jpg	1777	75858	59708	120379
15	60	150000	200000	200000	300000	EUR	GBP	288750	181250	28.05.2009	05.02.2013	1900-01-03 17:00:00	1900-01-02 19:00:00	Paris	London	 max ernst 1891 - 1976 l'intérieur de la vue   signé max ernst et daté 1922 (en bas à droite) ; signé max ernst et titré l'intérieur de la vue no 4 (au dos)huile sur toile86,5 x 66 cm ; 34 x 26 in.peint en 1922.  	 max ernst 1891 - 1976 l'intérieur de la vue   signed max ernst and dated 1922 (lower right); signed max ernst, titled and inscribed no. 4 on the reverseoil on canvas86.5 by 66.5cm.34 by 26 1/8 in.painted in 1922.  	https://www.sothebys.com/en/auctions/ecatalogue/2009/impressionist-modern-art-pf9006/lot.15.html	https://www.sothebys.com/en/auctions/ecatalogue/2013/impressionist-surrealist-art-evening-sal-l13003/lot.60.html	"
 paul eluard, paris (sa vente : hôtel drouot, paris, 2 juillet 1924, lot 36)galerie arditti, parisgalerie beyeler, bâlecollection particulière, genèveacquis du précédent en 1987 par le propriétaire actuel
 "	"
 paul eluard, paris (sold: hôtel drouot, paris, collection eluard, 3rd july 1924, lot 36)galerie arditti, parisprivate collection, new yorkgalerie beyeler, basel (acquired from the above in 1966)galerie tarica, paris (acquired from the above in 1966)private collection, genevaprivate collection, france (acquired from the above in 1987. sold: sotheby's, paris, 28th may 2009, lot 15)purchased at the above sale by the present owner
 "	394281	315827	204821	348499	273095	522749	max ernst	L'INTÉRIEUR DE LA VUE	https://www.sothebys.com/content/dam/stb/lots/L13/L13003/851L13002_6M9SC_1.jpg	1349	-78454	143678	249654
3	49	30000	250000	40000	350000	EUR	GBP	36250	241250	13.12.2007	05.02.2013	1900-01-03 16:30:00	1900-01-02 19:00:00	Paris	London	 max ernst 1891 - 1976 legende   signé max ernst; dédicacé a boris rybak, son ami max ernst sur le carton de montagegouache sur papier6,2 x 15,7 cm; 2 7/16 x 6 3/16 in.exécuté en 1946-47.  	 max ernst 1891 - 1976 facilité   signed max ernst (lower right)oil on canvas65 by 54cm.25 5/8 by 21 1/4 in.painted circa 1923-24.  	https://www.sothebys.com/en/auctions/ecatalogue/2007/impressionist-and-modern-art-pf7029/lot.3.html	https://www.sothebys.com/en/auctions/ecatalogue/2013/impressionist-surrealist-art-evening-sal-l13003/lot.49.html	"
 boris rybak, caen (don de l'artiste)
 "	"
 joë bousquet, carcassonne (until at least 1946)galerie andré françois petit, parisgalerie beno d'incelli, parisprivate collection, usa (acquired from the above in 1963. sold: sotheby's, paris, 13th december 2007, lot 34)purchased at the above sale by the present owner
 "	47953	420377	39685	435624	52913	609874	max ernst	LEGENDE	https://www.sothebys.com/content/dam/stb/lots/L13/L13003/999L13002_6M9SB_reshoot.jpg	1881	372424	395939	556961
34	49	180000	250000	250000	350000	EUR	GBP	318250	241250	13.12.2007	05.02.2013	1900-01-03 16:30:00	1900-01-02 19:00:00	Paris	London	 max ernst 1891 - 1976 facilité   signé max ernst en bas à droitehuile sur toile65 x 54 cm; 25 5/8 x 21 1/4 in.peint vers 1923-24.  	 max ernst 1891 - 1976 facilité   signed max ernst (lower right)oil on canvas65 by 54cm.25 5/8 by 21 1/4 in.painted circa 1923-24.  	https://www.sothebys.com/en/auctions/ecatalogue/2007/impressionist-and-modern-art-pf7029/lot.34.html	https://www.sothebys.com/en/auctions/ecatalogue/2013/impressionist-surrealist-art-evening-sal-l13003/lot.49.html	"
 joe bousquet, carcassonnegalerie andré-françois petit, paris galerie beno d'incelli, pariscollection particulière (acquis du précédent par le présent propriétaire le 22 octobre 1963)collection particulière, new york
 "	"
 joë bousquet, carcassonne (until at least 1946)galerie andré françois petit, parisgalerie beno d'incelli, parisprivate collection, usa (acquired from the above in 1963. sold: sotheby's, paris, 13th december 2007, lot 34)purchased at the above sale by the present owner
 "	420996	420377	238112	435624	330711	609874	max ernst	FACILITÉ	https://www.sothebys.com/content/dam/stb/lots/L13/L13003/999L13002_6M9SB_reshoot.jpg	1881	-619	197512	279163
380	32	180000	350000	250000	450000	GBP	GBP	423700	361250	06.02.2008	08.02.2012	1900-01-02 14:00:00	1900-01-02 19:00:00	London	London	 max ernst 1891 - 1976 pferd und kühe (horse and cows)   signed max ernst and dated 1913 (lower right); signed max ernst (lower left)oil on board36.8 by 50.7cm., 14 1/2 by 20in.although this work is dated 1913, werner spies notes in the oeuvre-katalog that this work was most likely painted circa 1919 and signed in the 1960s.  	 max ernst 1891 - 1976 pferd und kühe horse and cows   signed max ernst and dated 1913 (lower right); signed max ernst (lower left)oil on board36.8 by 50.7cm.14 1/2 by 20in.painted circa 1919. werner spies notes in the œuvre-katalog that this work was most likely painted circa 1919 and signed in the 1960s.  	https://www.sothebys.com/en/auctions/ecatalogue/2008/impressionist-and-modern-art-day-sale-l08005/lot.380.html	https://www.sothebys.com/en/auctions/ecatalogue/2012/impressionist-modernt-art-evening-sale-l12002/lot.32.html	"
 galleria cairola, milanbrook street gallery, londonestate of john perry cohn, santa barbara (sale: sotheby's, new york, 3rd november 2005, lot 332)purchased at the above sale by the present owner
 "	"
 galleria cairola, milanbrook street gallery, londonjohn perry cohn, santa barbara (sold: sotheby's, new york, 3rd november 2005, lot 332)private collection (purchased at the above sale. sold: sotheby's, london, 6th february 2008, lot 380)purchased at the above sale by the present owner
 "	671181	608363	285137	589418	396024	757823	max ernst	PFERD UND KÜHE HORSE AND COWS	https://www.sothebys.com/content/dam/stb/lots/L12/L12002/268L12002_6BVP2.jpg	1463	-62818	304281	361799
332	32	200000	350000	300000	450000	USD	GBP	335200	361250	03.11.2005	08.02.2012	1899-12-28 15:15:00	1900-01-02 19:00:00	New York	London	 max ernst 1891 - 1976 pferd und kühe (horse and cows)   signed and dated max ernst 1913 (lower right)oil on canvas14 1/2 by 20 in.36.8 by 50.7 cmalthough this work is dated 1913, the catalogue raisonné notes that this work was most likley painted circa 1919 and signed in the 1960s.  	 max ernst 1891 - 1976 pferd und kühe horse and cows   signed max ernst and dated 1913 (lower right); signed max ernst (lower left)oil on board36.8 by 50.7cm.14 1/2 by 20in.painted circa 1919. werner spies notes in the œuvre-katalog that this work was most likely painted circa 1919 and signed in the 1960s.  	https://www.sothebys.com/en/auctions/ecatalogue/2005/impressionist-and-modern-art-part-two-n08127/lot.332.html	https://www.sothebys.com/en/auctions/ecatalogue/2012/impressionist-modernt-art-evening-sale-l12002/lot.32.html	"
 galleria cairola, mailandbrook street gallery, london
 "	"
 galleria cairola, milanbrook street gallery, londonjohn perry cohn, santa barbara (sold: sotheby's, new york, 3rd november 2005, lot 332)private collection (purchased at the above sale. sold: sotheby's, london, 6th february 2008, lot 380)purchased at the above sale by the present owner
 "	365781	608363	218247	589418	327370	757823	max ernst	PFERD UND KÜHE HORSE AND COWS	https://www.sothebys.com/content/dam/stb/lots/L12/L12002/268L12002_6BVP2.jpg	2288	242582	371171	430453
